Chemical,Monitor,Date Time ,Reading
AGOC-3A,2,8/16/16 8:00,0.350458
Methylosmolene,2,8/16/16 8:00,0.260619
Chlorodinine,2,8/16/16 8:00,0.232057
Appluimonia,2,8/16/16 8:00,0.0274625
AGOC-3A,2,8/16/16 9:00,0.715956
Chlorodinine,2,8/16/16 9:00,0.466905
Methylosmolene,2,8/16/16 9:00,0.376913
Appluimonia,2,8/16/16 9:00,0.138763
Appluimonia,2,8/16/16 10:00,0.672324
Chlorodinine,2,8/16/16 10:00,0.417492
AGOC-3A,2,8/16/16 10:00,0.314821
Methylosmolene,2,8/16/16 10:00,0.314623
Methylosmolene,2,8/16/16 11:00,0.292918
AGOC-3A,2,8/16/16 11:00,0.23694
Appluimonia,2,8/16/16 11:00,0.119657
Chlorodinine,2,8/16/16 11:00,0.107713
Chlorodinine,2,8/16/16 12:00,0.672508
Methylosmolene,2,8/16/16 12:00,0.571909
AGOC-3A,2,8/16/16 12:00,0.0297638
Appluimonia,2,8/16/16 12:00,0.00329267
Methylosmolene,2,8/16/16 13:00,0.54065
AGOC-3A,2,8/16/16 13:00,0.392128
Appluimonia,2,8/16/16 13:00,0.306745
Chlorodinine,2,8/16/16 13:00,0.249503
Appluimonia,2,8/16/16 14:00,0.432983
Chlorodinine,2,8/16/16 14:00,0.206288
Methylosmolene,2,8/16/16 14:00,0.18605
AGOC-3A,2,8/16/16 14:00,0.124098
Methylosmolene,2,8/16/16 15:00,0.512051
AGOC-3A,2,8/16/16 15:00,0.397813
Chlorodinine,2,8/16/16 15:00,0.183089
Appluimonia,2,8/16/16 15:00,0.108307
Methylosmolene,2,8/16/16 16:00,0.241613
AGOC-3A,2,8/16/16 16:00,0.194173
Appluimonia,2,8/16/16 16:00,0.178322
Chlorodinine,2,8/16/16 16:00,0.0724428
Chlorodinine,2,8/16/16 17:00,0.811173
Methylosmolene,2,8/16/16 17:00,0.507343
Appluimonia,2,8/16/16 17:00,0.425662
AGOC-3A,2,8/16/16 17:00,0.346397
Appluimonia,2,8/16/16 18:00,0.738492
AGOC-3A,2,8/16/16 18:00,0.445018
Methylosmolene,2,8/16/16 18:00,0.136535
Chlorodinine,2,8/16/16 18:00,0.0636713
AGOC-3A,2,8/16/16 19:00,0.780028
Chlorodinine,2,8/16/16 19:00,0.526228
Methylosmolene,2,8/16/16 19:00,0.45248
Appluimonia,2,8/16/16 19:00,0.134269
Chlorodinine,2,8/16/16 20:00,0.434507
Appluimonia,2,8/16/16 20:00,0.395603
AGOC-3A,2,8/16/16 20:00,0.237862
Methylosmolene,2,8/16/16 20:00,0.0993884
Appluimonia,2,8/16/16 21:00,0.121471
AGOC-3A,2,8/16/16 21:00,0.107919
Methylosmolene,2,8/16/16 21:00,0.0392109
Chlorodinine,2,8/16/16 21:00,0.00360326
Methylosmolene,2,8/16/16 22:00,0.354077
AGOC-3A,2,8/16/16 22:00,0.317648
Appluimonia,2,8/16/16 22:00,0.109279
Chlorodinine,2,8/16/16 22:00,0.0959474
AGOC-3A,2,8/16/16 23:00,0.521133
Chlorodinine,2,8/16/16 23:00,0.360524
Appluimonia,2,8/16/16 23:00,0.120799
Methylosmolene,2,8/16/16 23:00,0.116676
Chlorodinine,2,8/17/16 0:00,0.911405
Appluimonia,2,8/17/16 0:00,0.499146
Methylosmolene,2,8/17/16 0:00,0.38464
AGOC-3A,2,8/17/16 0:00,0.0314619
Methylosmolene,2,8/17/16 1:00,0.163089
Chlorodinine,2,8/17/16 1:00,0.154292
AGOC-3A,2,8/17/16 1:00,0.0500016
Appluimonia,2,8/17/16 1:00,0.026623
Appluimonia,2,8/17/16 2:00,0.644986
Methylosmolene,2,8/17/16 2:00,0.406109
AGOC-3A,2,8/17/16 2:00,0.115424
Chlorodinine,2,8/17/16 2:00,0.0382154
Chlorodinine,2,8/17/16 3:00,1.24996
AGOC-3A,2,8/17/16 3:00,0.469002
Methylosmolene,2,8/17/16 3:00,0.445645
Appluimonia,2,8/17/16 3:00,0.0611065
AGOC-3A,2,8/17/16 4:00,0.737871
Methylosmolene,2,8/17/16 4:00,0.300038
Appluimonia,2,8/17/16 4:00,0.29044
Chlorodinine,2,8/17/16 4:00,0.0241319
AGOC-3A,2,8/17/16 5:00,0.577847
Chlorodinine,2,8/17/16 5:00,0.488226
Methylosmolene,2,8/17/16 5:00,0.24226
Appluimonia,2,8/17/16 5:00,0.187896
Methylosmolene,2,8/17/16 6:00,0.425518
Chlorodinine,2,8/17/16 6:00,0.418415
AGOC-3A,2,8/17/16 6:00,0.323356
Appluimonia,2,8/17/16 6:00,0.208652
Appluimonia,2,8/17/16 7:00,0.461963
AGOC-3A,2,8/17/16 7:00,0.334903
Methylosmolene,2,8/17/16 7:00,0.174225
Chlorodinine,2,8/17/16 7:00,0.0384795
Chlorodinine,2,8/17/16 8:00,0.818809
Appluimonia,2,8/17/16 8:00,0.501945
AGOC-3A,2,8/17/16 8:00,0.126057
Methylosmolene,2,8/17/16 8:00,0.0976903
Appluimonia,2,8/17/16 9:00,0.682049
Methylosmolene,2,8/17/16 9:00,0.636008
AGOC-3A,2,8/17/16 9:00,0.169324
Chlorodinine,2,8/17/16 9:00,0.0536391
AGOC-3A,2,8/17/16 10:00,0.9983
Chlorodinine,2,8/17/16 10:00,0.669936
Appluimonia,2,8/17/16 10:00,0.349289
Methylosmolene,2,8/17/16 10:00,0.122021
Chlorodinine,2,8/17/16 11:00,0.327637
Appluimonia,2,8/17/16 11:00,0.210824
Methylosmolene,2,8/17/16 11:00,0.139133
AGOC-3A,2,8/17/16 11:00,0.052821
Methylosmolene,2,8/17/16 12:00,0.916216
Appluimonia,2,8/17/16 12:00,0.631327
Chlorodinine,2,8/17/16 12:00,0.277026
AGOC-3A,2,8/17/16 12:00,0.0510839
Appluimonia,2,8/17/16 13:00,0.200235
Chlorodinine,2,8/17/16 13:00,0.10661
Methylosmolene,2,8/17/16 13:00,0.0932549
AGOC-3A,2,8/17/16 13:00,0.0377128
Appluimonia,2,8/17/16 14:00,1.29951
Methylosmolene,2,8/17/16 14:00,0.231217
AGOC-3A,2,8/17/16 14:00,0.159432
Chlorodinine,2,8/17/16 14:00,0.0584466
Chlorodinine,2,8/17/16 15:00,0.926326
Appluimonia,2,8/17/16 15:00,0.757254
Methylosmolene,2,8/17/16 15:00,0.482778
AGOC-3A,2,8/17/16 15:00,0.267262
Methylosmolene,2,8/17/16 16:00,1.05214
Chlorodinine,2,8/17/16 16:00,0.639181
AGOC-3A,2,8/17/16 16:00,0.457392
Appluimonia,2,8/17/16 16:00,0.313715
Appluimonia,2,8/17/16 17:00,1.08866
Methylosmolene,2,8/17/16 17:00,0.584978
Chlorodinine,2,8/17/16 17:00,0.431624
AGOC-3A,2,8/17/16 17:00,0.136934
Methylosmolene,2,8/17/16 18:00,0.392402
AGOC-3A,2,8/17/16 18:00,0.325642
Appluimonia,2,8/17/16 18:00,0.164941
Chlorodinine,2,8/17/16 18:00,0.0760604
AGOC-3A,2,8/17/16 19:00,0.497693
Methylosmolene,2,8/17/16 19:00,0.481387
Appluimonia,2,8/17/16 19:00,0.447014
Chlorodinine,2,8/17/16 19:00,0.245725
Methylosmolene,2,8/17/16 20:00,0.663529
Chlorodinine,2,8/17/16 20:00,0.348916
AGOC-3A,2,8/17/16 20:00,0.238846
Appluimonia,2,8/17/16 20:00,0.197628
Methylosmolene,2,8/17/16 21:00,0.791837
Appluimonia,2,8/17/16 21:00,0.43998
AGOC-3A,2,8/17/16 21:00,0.254003
Chlorodinine,2,8/17/16 21:00,0.219317
Chlorodinine,2,8/17/16 22:00,0.546655
Appluimonia,2,8/17/16 22:00,0.207298
Methylosmolene,2,8/17/16 22:00,0.0767028
AGOC-3A,2,8/17/16 22:00,0.0510511
Chlorodinine,2,8/17/16 23:00,0.837086
AGOC-3A,2,8/17/16 23:00,0.266259
Methylosmolene,2,8/17/16 23:00,0.0914298
Appluimonia,2,8/17/16 23:00,0.0470142
Appluimonia,2,8/18/16 0:00,0.855275
AGOC-3A,2,8/18/16 0:00,0.574225
Chlorodinine,2,8/18/16 0:00,0.165498
Methylosmolene,2,8/18/16 0:00,0.0518454
Appluimonia,2,8/18/16 1:00,0.558693
Chlorodinine,2,8/18/16 1:00,0.325385
Methylosmolene,2,8/18/16 1:00,0.239349
AGOC-3A,2,8/18/16 1:00,0.116769
Appluimonia,2,8/18/16 2:00,0.448235
Methylosmolene,2,8/18/16 2:00,0.398784
AGOC-3A,2,8/18/16 2:00,0.172454
Chlorodinine,2,8/18/16 2:00,0.093445
Appluimonia,2,8/18/16 3:00,0.560647
Chlorodinine,2,8/18/16 3:00,0.328055
Methylosmolene,2,8/18/16 3:00,0.318142
AGOC-3A,2,8/18/16 3:00,0.313355
Appluimonia,2,8/18/16 4:00,0.645782
AGOC-3A,2,8/18/16 4:00,0.570732
Chlorodinine,2,8/18/16 4:00,0.340097
Methylosmolene,2,8/18/16 4:00,0.125537
AGOC-3A,2,8/18/16 5:00,0.60953
Chlorodinine,2,8/18/16 5:00,0.362915
Appluimonia,2,8/18/16 5:00,0.173926
Methylosmolene,2,8/18/16 5:00,0.123844
Methylosmolene,2,8/18/16 6:00,0.651812
AGOC-3A,2,8/18/16 6:00,0.617308
Appluimonia,2,8/18/16 6:00,0.4364
Chlorodinine,2,8/18/16 6:00,0.200842
Appluimonia,2,8/18/16 7:00,0.710728
AGOC-3A,2,8/18/16 7:00,0.387504
Methylosmolene,2,8/18/16 7:00,0.158539
Chlorodinine,2,8/18/16 7:00,0.0237276
Methylosmolene,2,8/18/16 8:00,0.774053
Appluimonia,2,8/18/16 8:00,0.547785
Chlorodinine,2,8/18/16 8:00,0.475073
AGOC-3A,2,8/18/16 8:00,0.1546
Methylosmolene,2,8/18/16 9:00,0.613687
AGOC-3A,2,8/18/16 9:00,0.551552
Chlorodinine,2,8/18/16 9:00,0.508331
Appluimonia,2,8/18/16 9:00,0.155122
Appluimonia,2,8/18/16 10:00,0.668232
Chlorodinine,2,8/18/16 10:00,0.34659
AGOC-3A,2,8/18/16 10:00,0.248758
Methylosmolene,2,8/18/16 10:00,0.168373
AGOC-3A,2,8/18/16 11:00,1.09792
Methylosmolene,2,8/18/16 11:00,0.945957
Appluimonia,2,8/18/16 11:00,0.717224
Chlorodinine,2,8/18/16 11:00,0.646866
Chlorodinine,2,8/18/16 12:00,0.946481
AGOC-3A,2,8/18/16 12:00,0.522741
Appluimonia,2,8/18/16 12:00,0.328513
Methylosmolene,2,8/18/16 12:00,0.0955549
Chlorodinine,2,8/18/16 13:00,1.1863
AGOC-3A,2,8/18/16 13:00,0.251225
Appluimonia,2,8/18/16 13:00,0.168926
Methylosmolene,2,8/18/16 13:00,0.0146786
Appluimonia,2,8/18/16 14:00,0.91425
Chlorodinine,2,8/18/16 14:00,0.795892
AGOC-3A,2,8/18/16 14:00,0.780556
Methylosmolene,2,8/18/16 14:00,0.0935086
Appluimonia,2,8/18/16 15:00,0.405597
AGOC-3A,2,8/18/16 15:00,0.287425
Chlorodinine,2,8/18/16 15:00,0.232333
Methylosmolene,2,8/18/16 15:00,0.0709777
AGOC-3A,2,8/18/16 16:00,0.492029
Chlorodinine,2,8/18/16 16:00,0.240629
Appluimonia,2,8/18/16 16:00,0.139288
Methylosmolene,2,8/18/16 16:00,0.0426883
Chlorodinine,2,8/18/16 17:00,0.731383
AGOC-3A,2,8/18/16 17:00,0.425124
Methylosmolene,2,8/18/16 17:00,0.364532
Appluimonia,2,8/18/16 17:00,0.117426
Chlorodinine,2,8/18/16 18:00,1.15979
AGOC-3A,2,8/18/16 18:00,0.51027
Appluimonia,2,8/18/16 18:00,0.26884
Methylosmolene,2,8/18/16 18:00,0.23043
Methylosmolene,2,8/18/16 19:00,0.546537
AGOC-3A,2,8/18/16 19:00,0.193161
Appluimonia,2,8/18/16 19:00,0.051137
Chlorodinine,2,8/18/16 19:00,0.0330189
Chlorodinine,2,8/18/16 20:00,0.381345
Appluimonia,2,8/18/16 20:00,0.281199
Methylosmolene,2,8/18/16 20:00,0.137461
AGOC-3A,2,8/18/16 20:00,0.0119492
Chlorodinine,2,8/18/16 21:00,0.635178
Appluimonia,2,8/18/16 21:00,0.258082
AGOC-3A,2,8/18/16 21:00,0.166378
Methylosmolene,2,8/18/16 21:00,0.0885546
Appluimonia,2,8/18/16 22:00,0.579519
Chlorodinine,2,8/18/16 22:00,0.536099
Methylosmolene,2,8/18/16 22:00,0.439248
AGOC-3A,2,8/18/16 22:00,0.163029
Chlorodinine,2,8/18/16 23:00,0.633082
AGOC-3A,2,8/18/16 23:00,0.553672
Appluimonia,2,8/18/16 23:00,0.0209923
Methylosmolene,2,8/18/16 23:00,0.00556217
Appluimonia,2,8/19/16 0:00,0.69357
Chlorodinine,2,8/19/16 0:00,0.355001
AGOC-3A,2,8/19/16 0:00,0.197322
Methylosmolene,2,8/19/16 0:00,0.147602
Methylosmolene,2,8/19/16 1:00,0.913648
Chlorodinine,2,8/19/16 1:00,0.476046
AGOC-3A,2,8/19/16 1:00,0.333446
Appluimonia,2,8/19/16 1:00,0.159063
AGOC-3A,2,8/19/16 2:00,0.797563
Appluimonia,2,8/19/16 2:00,0.218626
Chlorodinine,2,8/19/16 2:00,0.166808
Methylosmolene,2,8/19/16 2:00,0.125225
Appluimonia,2,8/19/16 3:00,0.916827
Chlorodinine,2,8/19/16 3:00,0.816135
AGOC-3A,2,8/19/16 3:00,0.630343
Methylosmolene,2,8/19/16 3:00,0.213269
Chlorodinine,2,8/19/16 4:00,0.836352
Appluimonia,2,8/19/16 4:00,0.658767
Methylosmolene,2,8/19/16 4:00,0.446052
AGOC-3A,2,8/19/16 4:00,0.299122
AGOC-3A,2,8/19/16 5:00,0.538019
Chlorodinine,2,8/19/16 5:00,0.331894
Methylosmolene,2,8/19/16 5:00,0.269301
Appluimonia,2,8/19/16 5:00,0.0654212
Appluimonia,2,8/19/16 6:00,0.13384
AGOC-3A,2,8/19/16 6:00,0.0693255
Chlorodinine,2,8/19/16 6:00,0.0621133
Methylosmolene,2,8/19/16 6:00,0.0101151
Methylosmolene,2,8/19/16 7:00,0.21192
Chlorodinine,2,8/19/16 7:00,0.110022
Appluimonia,2,8/19/16 7:00,0.0820534
AGOC-3A,2,8/19/16 7:00,0.0215475
Methylosmolene,2,8/19/16 8:00,0.379718
Appluimonia,2,8/19/16 8:00,0.190131
Chlorodinine,2,8/19/16 8:00,0.0491803
AGOC-3A,2,8/19/16 8:00,0.0263432
Chlorodinine,2,8/19/16 9:00,0.681985
Appluimonia,2,8/19/16 9:00,0.580288
Methylosmolene,2,8/19/16 9:00,0.375733
AGOC-3A,2,8/19/16 9:00,0.172914
AGOC-3A,2,8/19/16 10:00,0.934592
Methylosmolene,2,8/19/16 10:00,0.631162
Appluimonia,2,8/19/16 10:00,0.322708
Chlorodinine,2,8/19/16 10:00,0.0693255
Appluimonia,2,8/19/16 11:00,0.591596
Methylosmolene,2,8/19/16 11:00,0.447895
Chlorodinine,2,8/19/16 11:00,0.275771
AGOC-3A,2,8/19/16 11:00,0.106193
AGOC-3A,2,8/19/16 12:00,0.433418
Chlorodinine,2,8/19/16 12:00,0.264248
Appluimonia,2,8/19/16 12:00,0.0647731
Methylosmolene,2,8/19/16 12:00,0.0137928
Methylosmolene,2,8/19/16 13:00,0.491747
AGOC-3A,2,8/19/16 13:00,0.185125
Chlorodinine,2,8/19/16 13:00,0.00996472
Appluimonia,2,8/19/16 13:00,0.00170242
AGOC-3A,2,8/19/16 14:00,1.05663
Methylosmolene,2,8/19/16 14:00,0.339554
Chlorodinine,2,8/19/16 14:00,0.0867402
Appluimonia,2,8/19/16 14:00,0.0744919
Appluimonia,2,8/19/16 15:00,0.370893
Methylosmolene,2,8/19/16 15:00,0.266259
Chlorodinine,2,8/19/16 15:00,0.18328
AGOC-3A,2,8/19/16 15:00,0.0577214
Methylosmolene,2,8/19/16 16:00,1.0063
Appluimonia,2,8/19/16 16:00,0.60552
AGOC-3A,2,8/19/16 16:00,0.386719
Chlorodinine,2,8/19/16 16:00,0.386408
Appluimonia,2,8/19/16 17:00,0.578465
Chlorodinine,2,8/19/16 17:00,0.507343
AGOC-3A,2,8/19/16 17:00,0.257185
Methylosmolene,2,8/19/16 17:00,0.099173
Methylosmolene,2,8/19/16 18:00,0.400385
Chlorodinine,2,8/19/16 18:00,0.387402
Appluimonia,2,8/19/16 18:00,0.204702
AGOC-3A,2,8/19/16 18:00,0.00305074
Methylosmolene,2,8/19/16 19:00,0.296978
Chlorodinine,2,8/19/16 19:00,0.280387
AGOC-3A,2,8/19/16 19:00,0.259362
Appluimonia,2,8/19/16 19:00,0.203748
Methylosmolene,2,8/19/16 20:00,0.863249
Appluimonia,2,8/19/16 20:00,0.680031
Chlorodinine,2,8/19/16 20:00,0.425195
AGOC-3A,2,8/19/16 20:00,0.394432
Methylosmolene,2,8/19/16 21:00,0.579681
Chlorodinine,2,8/19/16 21:00,0.305667
AGOC-3A,2,8/19/16 21:00,0.287801
Appluimonia,2,8/19/16 21:00,0.27437
Chlorodinine,2,8/19/16 22:00,0.517053
Methylosmolene,2,8/19/16 22:00,0.294491
Appluimonia,2,8/19/16 22:00,0.105037
AGOC-3A,2,8/19/16 22:00,0.0506904
Chlorodinine,2,8/19/16 23:00,0.781522
AGOC-3A,2,8/19/16 23:00,0.497609
Methylosmolene,2,8/19/16 23:00,0.408045
Appluimonia,2,8/19/16 23:00,0.315236
Methylosmolene,2,8/20/16 0:00,0.824175
Appluimonia,2,8/20/16 0:00,0.605776
AGOC-3A,2,8/20/16 0:00,0.245953
Chlorodinine,2,8/20/16 0:00,0.0839667
Chlorodinine,2,8/20/16 1:00,0.445867
AGOC-3A,2,8/20/16 1:00,0.30665
Appluimonia,2,8/20/16 1:00,0.237186
Methylosmolene,2,8/20/16 1:00,0.0847643
Methylosmolene,2,8/20/16 2:00,0.557716
AGOC-3A,2,8/20/16 2:00,0.295623
Chlorodinine,2,8/20/16 2:00,0.0686347
Appluimonia,2,8/20/16 2:00,0.0280335
Chlorodinine,2,8/20/16 3:00,1.29817
Methylosmolene,2,8/20/16 3:00,0.700658
AGOC-3A,2,8/20/16 3:00,0.21878
Appluimonia,2,8/20/16 3:00,0.0648054
Chlorodinine,2,8/20/16 4:00,7.46014
Appluimonia,2,8/20/16 4:00,1.37266
Methylosmolene,2,8/20/16 4:00,0.706129
AGOC-3A,2,8/20/16 4:00,0.102013
Methylosmolene,2,8/20/16 5:00,42.71211
AGOC-3A,2,8/20/16 5:00,4.40613
Chlorodinine,2,8/20/16 5:00,0.572145
Appluimonia,2,8/20/16 5:00,0.248124
AGOC-3A,2,8/20/16 6:00,16.43803
AGOC-3A,2,8/20/16 6:00,1.88756
Chlorodinine,2,8/20/16 6:00,0.332799
Appluimonia,2,8/20/16 6:00,0.106296
Appluimonia,2,8/20/16 7:00,0.66305
AGOC-3A,2,8/20/16 7:00,0.380463
Methylosmolene,2,8/20/16 7:00,0.340617
Chlorodinine,2,8/20/16 7:00,0.0635089
AGOC-3A,2,8/20/16 8:00,0.869391
Chlorodinine,2,8/20/16 8:00,0.533604
Appluimonia,2,8/20/16 8:00,0.366879
Methylosmolene,2,8/20/16 8:00,0.231903
Methylosmolene,2,8/20/16 9:00,0.693112
Appluimonia,2,8/20/16 9:00,0.564477
AGOC-3A,2,8/20/16 9:00,0.465995
Chlorodinine,2,8/20/16 9:00,0.102202
Chlorodinine,2,8/20/16 10:00,0.314917
Methylosmolene,2,8/20/16 10:00,0.0993626
Appluimonia,2,8/20/16 10:00,0.0432168
AGOC-3A,2,8/20/16 10:00,0.0358893
AGOC-3A,2,8/20/16 11:00,0.47947
Methylosmolene,2,8/20/16 11:00,0.324366
Appluimonia,2,8/20/16 11:00,0.312623
Chlorodinine,2,8/20/16 11:00,0.228589
Methylosmolene,2,8/20/16 12:00,0.919741
Chlorodinine,2,8/20/16 12:00,0.759035
Appluimonia,2,8/20/16 12:00,0.565219
AGOC-3A,2,8/20/16 12:00,0.390549
Chlorodinine,2,8/20/16 13:00,0.935254
Appluimonia,2,8/20/16 13:00,0.452331
AGOC-3A,2,8/20/16 13:00,0.40055
Methylosmolene,2,8/20/16 13:00,0.245923
Chlorodinine,2,8/20/16 14:00,0.21552
AGOC-3A,2,8/20/16 14:00,0.110254
Methylosmolene,2,8/20/16 14:00,0.109784
Appluimonia,2,8/20/16 14:00,0.0609777
Methylosmolene,2,8/20/16 15:00,0.845296
Chlorodinine,2,8/20/16 15:00,0.648329
Appluimonia,2,8/20/16 15:00,0.56299
AGOC-3A,2,8/20/16 15:00,0.329925
Chlorodinine,2,8/20/16 16:00,0.727782
Appluimonia,2,8/20/16 16:00,0.467065
AGOC-3A,2,8/20/16 16:00,0.259784
Methylosmolene,2,8/20/16 16:00,0.041762
Chlorodinine,2,8/20/16 17:00,0.278275
AGOC-3A,2,8/20/16 17:00,0.217861
Methylosmolene,2,8/20/16 17:00,0.125077
Appluimonia,2,8/20/16 17:00,0.00993016
AGOC-3A,2,8/20/16 18:00,0.443174
Methylosmolene,2,8/20/16 18:00,0.35943
Chlorodinine,2,8/20/16 18:00,0.274121
Appluimonia,2,8/20/16 18:00,0.193252
AGOC-3A,2,8/20/16 19:00,0.30554
Chlorodinine,2,8/20/16 19:00,0.232057
Appluimonia,2,8/20/16 19:00,0.140431
Methylosmolene,2,8/20/16 19:00,0.0712356
Appluimonia,2,8/20/16 20:00,0.229744
Methylosmolene,2,8/20/16 20:00,0.189121
AGOC-3A,2,8/20/16 20:00,0.0760426
Chlorodinine,2,8/20/16 20:00,0.0126323
Appluimonia,2,8/20/16 21:00,0.767363
Chlorodinine,2,8/20/16 21:00,0.387265
Methylosmolene,2,8/20/16 21:00,0.37634
AGOC-3A,2,8/20/16 21:00,0.148466
AGOC-3A,2,8/20/16 22:00,0.725429
Chlorodinine,2,8/20/16 22:00,0.444169
Methylosmolene,2,8/20/16 22:00,0.0801313
Appluimonia,2,8/20/16 22:00,0.0779871
Chlorodinine,2,8/20/16 23:00,0.40785
Methylosmolene,2,8/20/16 23:00,0.392196
AGOC-3A,2,8/20/16 23:00,0.297734
Appluimonia,2,8/20/16 23:00,0.122702
AGOC-3A,2,8/21/16 0:00,0.961673
Appluimonia,2,8/21/16 0:00,0.592486
Chlorodinine,2,8/21/16 0:00,0.441503
Methylosmolene,2,8/21/16 0:00,0.186641
AGOC-3A,2,8/21/16 1:00,0.630835
Chlorodinine,2,8/21/16 1:00,0.602767
Methylosmolene,2,8/21/16 1:00,0.368516
Appluimonia,2,8/21/16 1:00,0.157217
Methylosmolene,2,8/21/16 2:00,0.814138
Chlorodinine,2,8/21/16 2:00,0.323356
Appluimonia,2,8/21/16 2:00,0.213948
AGOC-3A,2,8/21/16 2:00,0.108702
Methylosmolene,2,8/21/16 3:00,0.819566
Appluimonia,2,8/21/16 3:00,0.655596
Chlorodinine,2,8/21/16 3:00,0.61223
AGOC-3A,2,8/21/16 3:00,0.100482
AGOC-3A,2,8/21/16 4:00,0.426595
Chlorodinine,2,8/21/16 4:00,0.413848
Appluimonia,2,8/21/16 4:00,0.137987
Methylosmolene,2,8/21/16 4:00,0.0360545
Appluimonia,2,8/21/16 5:00,0.826856
Methylosmolene,2,8/21/16 5:00,0.182384
AGOC-3A,2,8/21/16 5:00,0.097972
Chlorodinine,2,8/21/16 5:00,0.0494999
Appluimonia,2,8/21/16 6:00,0.809994
Chlorodinine,2,8/21/16 6:00,0.737736
AGOC-3A,2,8/21/16 6:00,0.32986
Methylosmolene,2,8/21/16 6:00,0.084828
AGOC-3A,2,8/21/16 7:00,0.869499
Methylosmolene,2,8/21/16 7:00,0.275709
Appluimonia,2,8/21/16 7:00,0.139684
Chlorodinine,2,8/21/16 7:00,0.0463841
Appluimonia,2,8/21/16 8:00,0.833439
Chlorodinine,2,8/21/16 8:00,0.389796
Methylosmolene,2,8/21/16 8:00,0.288209
AGOC-3A,2,8/21/16 8:00,0.0112994
Methylosmolene,2,8/21/16 9:00,0.314821
AGOC-3A,2,8/21/16 9:00,0.271527
Appluimonia,2,8/21/16 9:00,0.145101
Chlorodinine,2,8/21/16 9:00,0.114712
AGOC-3A,2,8/21/16 10:00,0.799348
Appluimonia,2,8/21/16 10:00,0.557769
Methylosmolene,2,8/21/16 10:00,0.230835
Chlorodinine,2,8/21/16 10:00,0.0119436
Methylosmolene,2,8/21/16 11:00,0.546306
Chlorodinine,2,8/21/16 11:00,0.371966
Appluimonia,2,8/21/16 11:00,0.192535
AGOC-3A,2,8/21/16 11:00,0.138501
Methylosmolene,2,8/21/16 12:00,0.759687
AGOC-3A,2,8/21/16 12:00,0.325064
Appluimonia,2,8/21/16 12:00,0.0630874
Chlorodinine,2,8/21/16 12:00,0.049837
Chlorodinine,2,8/21/16 13:00,0.392643
Appluimonia,2,8/21/16 13:00,0.355804
AGOC-3A,2,8/21/16 13:00,0.295907
Methylosmolene,2,8/21/16 13:00,0.0504609
Methylosmolene,2,8/21/16 14:00,0.28248
Appluimonia,2,8/21/16 14:00,0.156576
AGOC-3A,2,8/21/16 14:00,0.09354
Chlorodinine,2,8/21/16 14:00,0.0893813
AGOC-3A,2,8/21/16 15:00,0.173988
Chlorodinine,2,8/21/16 15:00,0.0713001
Methylosmolene,2,8/21/16 15:00,0.0707199
Appluimonia,2,8/21/16 15:00,0.046348
Methylosmolene,2,8/21/16 16:00,0.55594
AGOC-3A,2,8/21/16 16:00,0.285922
Chlorodinine,2,8/21/16 16:00,0.21098
Appluimonia,2,8/21/16 16:00,0.0606513
AGOC-3A,2,8/21/16 17:00,0.450751
Chlorodinine,2,8/21/16 17:00,0.221537
Methylosmolene,2,8/21/16 17:00,0.144946
Appluimonia,2,8/21/16 17:00,0.046459
AGOC-3A,2,8/21/16 18:00,0.870121
Methylosmolene,2,8/21/16 18:00,0.395293
Appluimonia,2,8/21/16 18:00,0.268171
Chlorodinine,2,8/21/16 18:00,0.157125
Methylosmolene,2,8/21/16 19:00,0.761484
Chlorodinine,2,8/21/16 19:00,0.528066
AGOC-3A,2,8/21/16 19:00,0.202096
Appluimonia,2,8/21/16 19:00,0.0746148
Appluimonia,2,8/21/16 20:00,0.634239
Chlorodinine,2,8/21/16 20:00,0.421191
Methylosmolene,2,8/21/16 20:00,0.206903
AGOC-3A,2,8/21/16 20:00,0.106548
Appluimonia,2,8/21/16 21:00,0.541988
Methylosmolene,2,8/21/16 21:00,0.39764
Chlorodinine,2,8/21/16 21:00,0.251534
AGOC-3A,2,8/21/16 21:00,0.192242
Chlorodinine,2,8/21/16 22:00,0.587819
Methylosmolene,2,8/21/16 22:00,0.360524
Appluimonia,2,8/21/16 22:00,0.258889
AGOC-3A,2,8/21/16 22:00,0.0491148
Methylosmolene,2,8/21/16 23:00,0.642269
AGOC-3A,2,8/21/16 23:00,0.0392441
Appluimonia,2,8/21/16 23:00,0.0297435
Chlorodinine,2,8/21/16 23:00,0.0227257
Chlorodinine,2,8/22/16 0:00,1.03248
Methylosmolene,2,8/22/16 0:00,0.634128
Appluimonia,2,8/22/16 0:00,0.382023
AGOC-3A,2,8/22/16 0:00,0.367012
AGOC-3A,2,8/22/16 1:00,0.562581
Chlorodinine,2,8/22/16 1:00,0.414165
Appluimonia,2,8/22/16 1:00,0.405946
Methylosmolene,2,8/22/16 1:00,0.280168
Chlorodinine,2,8/22/16 2:00,0.833608
Appluimonia,2,8/22/16 2:00,0.408081
Methylosmolene,2,8/22/16 2:00,0.23178
AGOC-3A,2,8/22/16 2:00,0.0418137
Methylosmolene,2,8/22/16 3:00,0.730276
Appluimonia,2,8/22/16 3:00,0.304495
AGOC-3A,2,8/22/16 3:00,0.223468
Chlorodinine,2,8/22/16 3:00,0.0847002
Appluimonia,2,8/22/16 4:00,0.229253
